accession_id,assembly,level,biosample,strain,taxonomy,taxid,coverage,platform,total-length,spanned-gaps,unspanned-gaps,region-count,scaffold-count,scaffold-N50,scaffold-L50,scaffold-N75,scaffold-N90,contig-count,contig-N50,contig-L50,total-gap-length,molecule-count,top-level-count,component-count
GCA_003482385.1,Scaffold,QUMA00000000,SAMN09736736,OF11-22,Blautia sp. OF11-22,2292982,100x,IonProton,3767213,1,0,0,109,146838,10,83984,32578,110,146838,10,100,0,109,109
GCA_003481455.1,Scaffold,QULI00000000,SAMN09736805,OM05-6,Blautia sp. OM05-6,2292983,100x,Illumina Hiseq,4162967,32,0,0,68,176874,8,91775,58348,100,155239,10,365,0,68,68
GCA_003481425.1,Scaffold,QULD00000000,SAMN09736817,OM06-15AC,Blautia sp. OM06-15AC,2292984,100x,Illumina Hiseq,3492076,7,0,0,35,254446,4,148254,89736,42,211532,6,70,0,35,35
GCA_003481595.1,Scaffold,QULA00000000,SAMN09736835,OM07-19,Blautia sp. OM07-19,2292985,100x,Illumina Hiseq,4216544,30,0,0,95,100120,11,52153,26849,125,100120,12,398,0,95,95
GCA_003481245.1,Scaffold,QUKM00000000,SAMN09736936,TF10-30,Blautia sp. TF10-30,2292986,100x,Illumina Hiseq,3331719,15,0,0,39,174666,6,94829,64062,54,174666,6,150,0,39,39
GCA_003481215.1,Scaffold,QUKH00000000,SAMN09736949,TF11-31AT,Blautia sp. TF11-31AT,2292987,100x,Illumina Hiseq,3472493,16,0,0,39,165830,8,115439,52436,55,149754,8,374,0,39,39
GCA_003481205.1,Contig,QUKG00000000,SAMN09736955,TF12-12AT,Blautia sp. TF12-12AT,2292988,100x,IonProton,3327287,0,0,0,,,,,,71,148424,8,0,0,71,71
GCA_003481175.1,Contig,QUKF00000000,SAMN09736960,TF12-31AT,Blautia sp. TF12-31AT,2292989,100x,IonProton,3324749,0,0,0,,,,,,86,103023,9,0,0,86,86
GCA_003480845.1,Scaffold,QUJZ00000000,SAMN09737026,TM10-2,Blautia sp. TM10-2,2292990,100x,Illumina Hiseq,3847374,18,0,0,34,199367,8,142399,84431,52,196171,9,240,0,34,34
GCA_003481265.1,Scaffold,QUKP00000000,SAMN09736910,TF07-50,Burkholderiales bacterium,1891238,100x,Illumina Hiseq,2659109,61,0,0,169,34617,22,17954,9182,230,30208,25,1473,0,169,169
GCA_003481325.1,Scaffold,QUKT00000000,SAMN09736864,TF01-11,Butyribacter intestini,1703332,100x,Illumina Hiseq,3610525,21,0,0,12,1474259,2,1474259,294435,33,294435,5,7528,0,12,12
GCA_003479745.1,Contig,QUHS00000000,SAMN09734202,AF10-3,Butyricicoccus sp. AF10-3,2292196,100x,IonProton,2798326,0,0,0,,,,,,86,93692,10,0,0,86,86
GCA_003479465.1,Scaffold,QUHE00000000,SAMN09734288,AF15-40,Butyricicoccus sp. AF15-40,2292197,100x,Illumina Hiseq,3029528,29,0,0,51,165197,6,83903,38732,80,110619,7,326,0,51,51
GCA_003478905.1,Contig,QUFY00000000,SAMN09734442,AF22-28AC,Butyricicoccus sp. AF22-28AC,2292198,100x,IonProton,3231072,0,0,0,,,,,,121,68259,16,0,0,121,121
GCA_003478645.1,Scaffold,QUFU00000000,SAMN09734464,AF24-19AC,Butyricicoccus sp. AF24-19AC,2292199,100x,Illumina Hiseq,3153353,51,0,0,92,127297,8,76054,29782,143,101799,10,631,0,92,92
GCA_003477715.1,Scaffold,QUDX00000000,SAMN09734629,AF35-5AC,Butyricicoccus sp. AF35-5AC,2292003,100x,Illumina Hiseq,3138006,37,0,0,50,238488,4,111571,47953,87,218166,6,941,0,50,50
GCA_003474415.1,Scaffold,QUDG00000000,SAMN09734735,AM05-1,Butyricicoccus sp. AM05-1,2292004,100x,Illumina Hiseq,3164285,10,0,0,33,238755,4,124507,54095,43,224454,4,154,0,33,33
GCA_003473585.1,Scaffold,QUCQ00000000,SAMN09734870,AM18-35,Butyricicoccus sp. AM18-35,2292005,100x,Illumina Hiseq,2960614,19,0,0,36,166492,7,99190,60402,55,137928,9,415,0,36,36
GCA_003480945.1,Scaffold,QUJR00000000,SAMN09736358,AM27-36,Butyricicoccus sp. AM27-36,2292293,100x,Illumina Hiseq,3143997,27,0,0,42,270390,4,167830,90747,69,230882,6,710,0,42,42
GCA_003480615.1,Scaffold,QUJL00000000,SAMN09736376,AM28-25,Butyricicoccus sp. AM28-25,2292294,100x,Illumina Hiseq,3313340,25,0,0,54,129001,7,84124,49750,79,108689,10,330,0,54,54
GCA_003480485.1,Scaffold,QUJF00000000,SAMN09736400,AM29-23AC,Butyricicoccus sp. AM29-23AC,2292295,100x,IonProton,3072050,1,0,0,115,93072,11,35731,15472,116,93072,11,490,0,115,115
GCA_003480365.1,Scaffold,QUIX00000000,SAMN09736440,AM32-19,Butyricicoccus sp. AM32-19,2292296,100x,Illumina Hiseq,3041364,23,0,0,45,136052,6,93260,53728,68,106886,8,230,0,45,45
GCA_003480085.1,Scaffold,QUIJ00000000,SAMN09736557,AM42-5AC,Butyricicoccus sp. AM42-5AC,2292297,100x,Illumina Hiseq,2737667,26,0,0,76,72307,10,41989,27197,102,71753,11,877,0,76,76
GCA_003481925.1,Scaffold,QUMC00000000,SAMN09736734,OF10-2,Butyricicoccus sp. OF10-2,2292298,100x,IonProton,3197792,2,0,0,69,87525,12,50570,21885,71,87525,12,1697,0,69,69
GCA_003481845.1,Contig,QULY00000000,SAMN09736740,OF13-6,Butyricicoccus sp. OF13-6,2292299,100x,IonProton,2930359,0,0,0,,,,,,82,76766,12,0,0,82,82
GCA_003481705.1,Scaffold,QULN00000000,SAMN09736784,OM04-18BH,Butyricicoccus sp. OM04-18BH,2292300,100x,Illumina Hiseq,2881618,33,0,0,79,202904,4,109705,36572,112,202904,4,406,0,79,79
GCA_003438285.1,Contig,QSTS00000000,SAMN09736828,OM06-6AC,Butyricicoccus sp. OM06-6AC,2292301,100x,IonProton,2898183,0,0,0,,,,,,74,89663,10,0,0,74,74
GCA_003480855.1,Scaffold,QUKA00000000,SAMN09737023,TM10-16AC,Butyricicoccus sp. TM10-16AC,2292302,100x,Illumina Hiseq,2870723,10,0,0,22,311908,3,176378,92845,32,266276,4,100,0,22,22
GCA_003437885.1,Scaffold,QSSO00000000,SAMN09736876,TF05-17,Butyricimonas virosa,544645,100x,Illumina Hiseq,4832834,17,0,0,83,117550,14,73090,38111,100,113559,16,170,0,83,83
GCA_003463145.1,Scaffold,QSCR00000000,SAMN09736684,OF02-7,Butyricimonas virosa,544645,100x,Illumina Hiseq,4851888,20,0,0,99,91972,15,55137,31056,119,87904,17,351,0,99,99
GCA_003464505.1,Scaffold,QRZA00000000,SAMN09734265,AF14-49,Butyricimonas virosa,544645,100x,Illumina Hiseq,5124307,57,0,0,139,128791,12,63876,31565,196,93434,15,805,0,139,139
GCA_003475685.1,Scaffold,QRPV00000000,SAMN09734615,AF34-33,Butyricimonas virosa,544645,100x,Illumina Hiseq,4537596,25,0,0,75,154683,9,69243,35968,100,133498,9,250,0,75,75
GCA_003471965.1,Scaffold,QRKM00000000,SAMN09734821,AM16-14,Butyricimonas virosa,544645,100x,Illumina Hiseq,4864016,18,0,0,95,108175,15,65612,35198,113,106814,16,359,0,95,95
GCA_003435695.1,Scaffold,QTUO00000000,SAMN09734904,AM22-15,Catenibacterium sp. AM22-15,2292991,100x,Illumina Hiseq,2455709,42,0,0,139,29847,26,19836,10074,181,29240,27,498,0,139,139
GCA_003435615.1,Scaffold,QTUM00000000,SAMN09734916,AM22-6LB,Catenibacterium sp. AM22-6LB,2292992,100x,Illumina Hiseq,2464025,30,0,0,126,35827,22,20442,10378,156,32672,25,684,0,126,126
GCA_003471655.1,Scaffold,QRJT00000000,SAMN09734850,AM17-37,Citrobacter portucalensis,1639133,100x,Illumina Hiseq,4775173,10,0,0,19,461370,3,346560,184241,29,390209,5,100,0,19,19
GCA_003435325.1,Scaffold,QWGK00000000,SAMN09734166,AF02-42,Clostridiaceae bacterium AF02-42,2305246,100x,Illumina Hiseq,3732153,27,0,0,85,140438,7,75548,30486,112,124456,9,1069,0,85,85
GCA_003479325.1,Scaffold,QUGS00000000,SAMN09734361,AF18-31LB,Clostridiaceae bacterium AF18-31LB,2292182,100x,Illumina Hiseq,3127632,22,0,0,49,292392,5,103259,51372,71,268517,5,220,0,49,49
GCA_003478475.1,Scaffold,QUFF00000000,SAMN09734555,AF29-16BH,Clostridiaceae bacterium AF29-16BH,2292179,100x,Illumina Hiseq,3205437,16,0,0,32,303465,4,163459,73058,48,299051,4,160,0,32,32
GCA_003478105.1,Scaffold,QUEI00000000,SAMN09734584,AF31-3BH,Clostridiaceae bacterium AF31-3BH,2291989,100x,Illumina Hiseq,3304444,52,0,0,72,286747,4,145652,61760,124,241812,5,822,0,72,72
GCA_003477505.1,Contig,QUDN00000000,SAMN09734705,AF42-6,Clostridiaceae bacterium AF42-6,2291990,100x,IonProton,3447190,0,0,0,,,,,,115,101428,10,0,0,115,115
GCA_003480725.1,Scaffold,QUJQ00000000,SAMN09736359,AM27-36LB,Clostridiaceae bacterium AM27-36LB,2292288,100x,Illumina Hiseq,3277288,8,0,0,18,499514,3,259100,85909,26,378433,4,80,0,18,18
GCA_003482275.1,Contig,QUMI00000000,SAMN09736724,OF09-1,Clostridiaceae bacterium OF09-1,2292276,100x,IonProton,3088445,0,0,0,,,,,,65,110758,8,0,0,65,65
GCA_003481775.1,Scaffold,QULU00000000,SAMN09736756,OM02-2AC,Clostridiaceae bacterium OM02-2AC,2292275,100x,Illumina Hiseq,4787689,28,0,0,142,88349,17,56139,20682,170,80307,19,405,0,142,142
GCA_003481535.1,Scaffold,QUKV00000000,SAMN09736860,OM08-6BH,Clostridiaceae bacterium OM08-6BH,2292274,100x,Illumina Hiseq,3566953,29,0,0,59,241506,4,168413,45640,88,241506,5,869,0,59,59
GCA_003435455.1,Scaffold,QWGM00000000,SAMN09736867,TF01-6,Clostridiaceae bacterium TF01-6,2305245,100x,Illumina Hiseq,3971271,39,0,0,120,118880,12,52449,25955,159,104112,12,1103,0,120,120
GCA_003604275.1,Scaffold,QTLT00000000,SAMN09734633,AF36-10,Clostridiales bacterium AF36-10,2292883,100x,Illumina Hiseq,3701123,38,0,0,88,130131,9,63874,26589,126,117594,10,913,0,88,88
GCA_003435115.1,Scaffold,QWVV00000000,SAMN09736278,AM23-16LB,Clostridiales bacterium AM23-16LB,2306574,100x,Illumina Hiseq,3574863,31,0,0,78,174400,6,107082,32705,109,168400,7,482,0,78,78
GCA_003603825.1,Scaffold,QVHJ00000000,SAMN09736926,TF09-2AC,Clostridiales bacterium TF09-2AC,2302989,100x,Illumina Hiseq,6431848,14,0,0,36,290159,7,178890,132644,50,233147,8,150,0,36,36
GCA_003459015.1,Scaffold,QRUG00000000,SAMN09734495,AF25-25,Clostridium butyricum,1492,100x,Illumina Hiseq,4535461,18,0,0,57,159067,10,78705,40882,75,141584,12,185,0,57,57
GCA_003475625.1,Scaffold,QRQT00000000,SAMN09734567,AF30-3,Clostridium perfringens,1502,100x,Illumina Hiseq,3402500,31,0,0,49,132910,7,62953,33744,80,106548,8,531,0,49,49
GCA_003479845.1,Scaffold,QUHX00000000,SAMN09734164,AF02-29,Clostridium sp. AF02-29,2292993,100x,Illumina Hiseq,3052050,12,0,0,38,230398,5,148340,108015,50,213466,6,276,0,38,38
GCA_003479565.1,Scaffold,QUHQ00000000,SAMN09734216,AF12-19,Clostridium sp. AF12-19,2292200,100x,Illumina Hiseq,3440412,17,0,0,62,132828,9,70061,34190,79,132828,9,358,0,62,62
GCA_003479725.1,Scaffold,QUHP00000000,SAMN09734218,AF12-28,Clostridium sp. AF12-28,2292201,100x,Illumina Hiseq,3400232,16,0,0,48,127074,9,80236,36585,64,119460,9,160,0,48,48
GCA_003461685.1,Scaffold,QTXO00000000,SAMN09734220,AF12-41,Clostridium sp. AF12-41,2292994,100x,Illumina Hiseq,2783658,5,0,0,15,353582,3,203825,142323,20,353582,3,50,0,15,15
GCA_003464355.1,Scaffold,QRYR00000000,SAMN09734278,AF15-17LB,Clostridium sp. AF15-17LB,2292202,100x,Illumina Hiseq,3900136,17,0,0,26,296574,4,166352,101600,43,231667,5,170,0,26,26
GCA_003461625.1,Scaffold,QTXL00000000,SAMN09734286,AF15-31,Clostridium sp. AF15-31,2292995,100x,Illumina Hiseq,2711334,6,0,0,18,361298,3,262377,147581,24,361298,3,219,0,18,18
GCA_003604095.1,Scaffold,QTMQ00000000,SAMN09734290,AF15-41,Clostridium sp. AF15-41,2292996,100x,Illumina Hiseq,2747936,21,0,0,30,137404,6,115657,58527,51,129235,8,290,0,30,30
GCA_003461605.1,Scaffold,QTXK00000000,SAMN09734295,AF15-49,Clostridium sp. AF15-49,2292997,100x,Illumina Hiseq,2922043,8,0,0,22,313316,3,196652,106130,30,245488,4,259,0,22,22
GCA_003461585.1,Scaffold,QTXJ00000000,SAMN09734301,AF15-6B,Clostridium sp. AF15-6B,2292998,100x,Illumina Hiseq,2793735,44,0,0,121,46360,18,28897,14811,165,43697,19,503,0,121,121
GCA_003461525.1,Scaffold,QTXG00000000,SAMN09734309,AF16-25,Clostridium sp. AF16-25,2292999,100x,Illumina Hiseq,2830318,25,0,0,55,121144,10,64064,34304,80,80593,12,282,0,55,55
GCA_003479215.1,Scaffold,QUGW00000000,SAMN09734329,AF17-2,Clostridium sp. AF17-2,2293000,100x,Illumina Hiseq,2805580,12,0,0,12,441206,3,241393,136788,24,395087,3,413,0,12,12
GCA_003461365.1,Scaffold,QTWY00000000,SAMN09734332,AF17-21AC,Clostridium sp. AF17-21AC,2293001,100x,Illumina Hiseq,2814177,2,0,0,15,395388,3,241600,137536,17,395388,3,20,0,15,15
GCA_003479335.1,Scaffold,QUGT00000000,SAMN09734357,AF18-27,Clostridium sp. AF18-27,2292203,100x,Illumina Hiseq,6502696,22,0,0,53,259896,8,141996,78682,75,242482,9,361,0,53,53
GCA_003479085.1,Scaffold,QUGN00000000,SAMN09734390,AF19-22AC,Clostridium sp. AF19-22AC,2292204,100x,Illumina Hiseq,5921605,19,0,0,68,198641,10,107495,69215,87,174047,13,209,0,68,68
GCA_003478965.1,Scaffold,QUGG00000000,SAMN09734411,AF20-17LB,Clostridium sp. AF20-17LB,2292205,100x,Illumina Hiseq,3447613,17,0,0,66,138019,9,96024,43781,83,138019,9,170,0,66,66
GCA_003479275.1,Scaffold,QUGF00000000,SAMN09734415,AF20-7,Clostridium sp. AF20-7,2293002,100x,Illumina Hiseq,3148106,7,0,0,37,285306,5,190812,80537,44,230106,6,70,0,37,37
GCA_003478795.1,Contig,QUGD00000000,SAMN09734423,AF21-20LB,Clostridium sp. AF21-20LB,2293003,100x,IonProton,2896495,0,0,0,,,,,,70,96563,9,0,0,70,70
GCA_003478725.1,Contig,QUFZ00000000,SAMN09734438,AF22-10,Clostridium sp. AF22-10,2293004,100x,IonProton,3344693,0,0,0,,,,,,86,155136,8,0,0,86,86
GCA_003461085.1,Scaffold,QTWK00000000,SAMN09734454,AF23-6LB,Clostridium sp. AF23-6LB,2293005,100x,Illumina Hiseq,2889150,4,0,0,7,579390,2,404953,324026,11,578091,2,40,0,7,7
GCA_003478665.1,Scaffold,QUFV00000000,SAMN09734455,AF23-8,Clostridium sp. AF23-8,2293006,100x,Illumina Hiseq,2845821,3,0,0,10,1467153,1,312982,125759,13,382710,2,106,0,10,10
GCA_003478615.1,Scaffold,QUFT00000000,SAMN09734474,AF24-2LB,Clostridium sp. AF24-2LB,2293007,100x,Illumina Hiseq,3306376,38,0,0,60,222497,3,99663,48389,98,222497,3,583,0,60,60
GCA_003478505.1,Scaffold,QUFI00000000,SAMN09734531,AF27-2AA,Clostridium sp. AF27-2AA,2292206,100x,Illumina Hiseq,3575329,28,0,0,84,104587,12,44897,23189,112,82411,15,280,0,84,84
GCA_003478415.1,Scaffold,QUFH00000000,SAMN09734536,AF27-5AA,Clostridium sp. AF27-5AA,2293008,100x,Illumina Hiseq,3022104,10,0,0,37,238609,5,117458,77913,47,194371,5,125,0,37,37
GCA_003435225.1,Scaffold,QWGJ00000000,SAMN09734540,AF28-12,Clostridium sp. AF28-12,2305241,100x,Illumina Hiseq,3514663,28,0,0,81,153680,7,108287,39329,109,153278,7,353,0,81,81
GCA_003478145.1,Scaffold,QUEL00000000,SAMN09734563,AF29-8BH,Clostridium sp. AF29-8BH,2293009,100x,IonProton,3145208,1,0,0,66,95680,9,68307,34079,67,95680,9,229,0,66,66
GCA_003477935.1,Scaffold,QUEH00000000,SAMN09734587,AF32-12BH,Clostridium sp. AF32-12BH,2292006,100x,Illumina Hiseq,3981076,23,0,0,59,193966,8,121256,63057,82,188698,8,230,0,59,59
GCA_003477925.1,Scaffold,QUEG00000000,SAMN09734592,AF32-7AC,Clostridium sp. AF32-7AC,2293010,100x,Illumina Hiseq,3107690,9,0,0,23,310070,3,158113,73163,32,231816,4,90,0,23,23
GCA_003478095.1,Scaffold,QUEC00000000,SAMN09734608,AF34-10BH,Clostridium sp. AF34-10BH,2293011,100x,Illumina Hiseq,4001893,24,0,0,84,106489,12,68959,28016,108,82655,15,348,0,84,84
GCA_003477845.1,Scaffold,QUEB00000000,SAMN09734610,AF34-13,Clostridium sp. AF34-13,2293012,100x,Illumina Hiseq,3505684,17,0,0,42,184692,7,112035,52132,59,153790,8,189,0,42,42
GCA_003477745.1,Scaffold,QUDY00000000,SAMN09734623,AF35-15,Clostridium sp. AF35-15,2293013,100x,Illumina Hiseq,3167316,18,0,0,31,275912,5,127814,78363,49,205454,5,472,0,31,31
GCA_003477665.1,Scaffold,QUDU00000000,SAMN09734643,AF36-18BH,Clostridium sp. AF36-18BH,2293014,100x,Illumina Hiseq,4114008,30,0,0,77,98894,11,62254,34368,107,83980,14,429,0,77,77
GCA_003435975.1,Scaffold,QTVH00000000,SAMN09734652,AF36-4,Clostridium sp. AF36-4,2293015,100x,Illumina Hiseq,2893834,19,0,0,78,105436,9,45329,25501,97,100251,10,362,0,78,78
GCA_003477605.1,Scaffold,QUDR00000000,SAMN09734666,AF37-5,Clostridium sp. AF37-5,2293016,100x,Illumina Hiseq,3107801,12,0,0,64,110730,9,58861,34440,76,103900,10,120,0,64,64
GCA_003477775.1,Scaffold,QUDQ00000000,SAMN09734667,AF37-5AT,Clostridium sp. AF37-5AT,2292007,100x,Illumina Hiseq,3615760,12,0,0,59,128539,9,80136,34919,71,118610,10,120,0,59,59
GCA_003477595.1,Contig,QUDP00000000,SAMN09734670,AF37-7,Clostridium sp. AF37-7,2293017,100x,IonProton,3348698,0,0,0,,,,,,78,103526,11,0,0,78,78
GCA_003474475.1,Scaffold,QUDL00000000,SAMN09734709,AF43-10,Clostridium sp. AF43-10,2293018,100x,IonProton,3009122,1,0,0,40,140274,6,89150,53402,41,140274,6,290,0,40,40
GCA_003435855.1,Scaffold,QTUZ00000000,SAMN09734723,AF46-12NS,Clostridium sp. AF46-12NS,2293019,100x,IonProton,3654385,1,0,0,83,104747,11,59153,27410,84,104747,11,562,0,83,83
GCA_003435925.1,Scaffold,QTUY00000000,SAMN09734728,AF46-9NS,Clostridium sp. AF46-9NS,2293020,100x,IonProton,3636712,1,0,0,75,104814,12,68490,28287,76,104814,12,488,0,75,75
GCA_003477445.1,Scaffold,QUDH00000000,SAMN09734732,AF50-3,Clostridium sp. AF50-3,2293021,100x,IonProton,3864962,1,0,0,61,245827,6,96952,56718,62,245827,6,238,0,61,61
GCA_003473925.1,Scaffold,QUDC00000000,SAMN09734762,AM09-51,Clostridium sp. AM09-51,2293022,100x,Illumina Hiseq,2323480,7,0,0,28,177456,5,90541,61590,35,177456,5,84,0,28,28
GCA_003473865.1,Scaffold,QUCX00000000,SAMN09734828,AM16-23,Clostridium sp. AM16-23,2292008,100x,Illumina Hiseq,3326062,11,0,0,36,202913,6,112415,55079,47,153630,8,306,0,36,36
GCA_003473565.1,Scaffold,QUCO00000000,SAMN09734874,AM18-55,Clostridium sp. AM18-55,2293023,100x,Illumina Hiseq,2988262,27,0,0,86,101751,8,58145,27585,113,73503,13,584,0,86,86
GCA_003473545.1,Scaffold,QUCM00000000,SAMN09734898,AM22-11AC,Clostridium sp. AM22-11AC,2293024,100x,Illumina Hiseq,3795623,10,0,0,54,125684,7,80130,43852,64,124321,7,100,0,54,54
GCA_003473525.1,Scaffold,QUCL00000000,SAMN09734907,AM22-16AC,Clostridium sp. AM22-16AC,2292009,100x,Illumina Hiseq,3557444,47,0,0,70,145636,7,86698,47142,117,132760,9,727,0,70,70
GCA_003435125.1,Scaffold,QWGI00000000,SAMN09736311,AM25-23AC,Clostridium sp. AM25-23AC,2305240,100x,Illumina Hiseq,3757782,46,0,0,107,116920,11,56982,22855,153,106356,13,812,0,107,107
GCA_003480955.1,Scaffold,QUJT00000000,SAMN09736354,AM27-28,Clostridium sp. AM27-28,2293025,100x,Illumina Hiseq,3250566,15,0,0,47,223262,5,160611,75372,62,196919,6,199,0,47,47
GCA_003480745.1,Scaffold,QUJS00000000,SAMN09736355,AM27-31LB,Clostridium sp. AM27-31LB,2293026,100x,Illumina Hiseq,3613665,21,0,0,33,310723,4,174287,132314,54,310723,4,376,0,33,33
GCA_003480665.1,Scaffold,QUJN00000000,SAMN09736373,AM28-20LB,Clostridium sp. AM28-20LB,2293027,100x,Illumina Hiseq,3159734,9,0,0,25,593740,2,220722,125306,34,593740,2,90,0,25,25
GCA_003480545.1,Scaffold,QUJI00000000,SAMN09736391,AM29-11AC,Clostridium sp. AM29-11AC,2293028,100x,Illumina Hiseq,3547659,16,0,0,62,119636,9,81770,36092,78,110345,10,282,0,62,62
GCA_003480435.1,Scaffold,QUJB00000000,SAMN09736413,AM30-24,Clostridium sp. AM30-24,2292303,100x,Illumina Hiseq,3382629,45,0,0,84,156188,7,61015,34236,129,133299,8,902,0,84,84
GCA_003480345.1,Scaffold,QUIW00000000,SAMN09736441,AM32-2,Clostridium sp. AM32-2,2293029,100x,Illumina Hiseq,4095945,22,0,0,96,123176,11,51891,22954,118,123176,11,250,0,96,96
GCA_003480315.1,Scaffold,QUIV00000000,SAMN09736453,AM33-3,Clostridium sp. AM33-3,2292304,100x,Illumina Hiseq,3217602,33,0,0,56,111914,10,53482,40286,89,82436,13,408,0,56,56
GCA_003435375.1,Scaffold,QWGL00000000,SAMN09736460,AM34-11AC,Clostridium sp. AM34-11AC,2305242,100x,Illumina Hiseq,3752211,29,0,0,115,98499,11,47861,20336,144,96728,11,355,0,115,115
GCA_003480225.1,Scaffold,QUIU00000000,SAMN09736469,AM34-9AC,Clostridium sp. AM34-9AC,2293030,100x,Illumina Hiseq,3804624,42,0,0,75,119616,11,72800,44829,117,83025,14,1065,0,75,75
GCA_003480125.1,Scaffold,QUIL00000000,SAMN09736554,AM42-36,Clostridium sp. AM42-36,2293031,100x,Illumina Hiseq,3180488,10,0,0,32,572672,2,140856,64021,42,572672,2,266,0,32,32
GCA_003480105.1,Scaffold,QUIK00000000,SAMN09736556,AM42-4,Clostridium sp. AM42-4,2292305,100x,Illumina Hiseq,3653786,74,0,0,63,166212,8,86451,52502,137,89929,13,1149,0,63,63
GCA_003479985.1,Scaffold,QUIH00000000,SAMN09736565,AM43-3BH,Clostridium sp. AM43-3BH,2293032,100x,Illumina Hiseq,3375605,11,0,0,20,312146,4,232204,147524,31,296526,4,245,0,20,20
GCA_003479935.1,Scaffold,QUIE00000000,SAMN09736588,AM45-5,Clostridium sp. AM45-5,2292306,100x,IonProton,3664442,2,0,0,109,81976,12,55359,28325,111,81976,12,754,0,109,109
GCA_003480025.1,Scaffold,QUIB00000000,SAMN09736593,AM46-21,Clostridium sp. AM46-21,2293033,100x,IonProton,2976561,1,0,0,33,142281,8,100642,66258,34,142281,8,657,0,33,33
GCA_003478455.1,Scaffold,QUFD00000000,SAMN09736604,AM48-13,Clostridium sp. AM48-13,2293034,100x,IonProton,3172491,1,0,0,97,102916,8,71721,34228,98,102916,8,100,0,97,97
GCA_003478335.1,Scaffold,QUFB00000000,SAMN09736615,AM49-4BH,Clostridium sp. AM49-4BH,2293035,100x,IonProton,3183099,2,0,0,154,50372,19,27718,12464,156,50372,19,852,0,154,154
GCA_003478285.1,Scaffold,QUEZ00000000,SAMN09736627,AM51-4,Clostridium sp. AM51-4,2293036,100x,IonProton,4044390,2,0,0,79,128420,12,75730,32868,81,128420,12,819,0,79,79
GCA_003478235.1,Scaffold,QUEW00000000,SAMN09736634,AM54-14XD,Clostridium sp. AM54-14XD,2293037,100x,IonProton,2818992,2,0,0,29,221088,6,133221,68119,31,221088,6,1324,0,29,29
GCA_003478225.1,Scaffold,QUEV00000000,SAMN09736641,AM54-37XD,Clostridium sp. AM54-37XD,2293038,100x,IonProton,2820745,2,0,0,27,228263,5,133066,58798,29,228263,5,1324,0,27,27
GCA_003464085.1,Scaffold,QSDR00000000,SAMN09736647,AM58-1XD,Clostridium sp. AM58-1XD,2292307,100x,IonProton,4360356,2,0,0,88,116923,14,64094,34578,90,116923,14,753,0,88,88
GCA_003478035.1,Scaffold,QUEP00000000,SAMN09736693,OF03-18AA,Clostridium sp. OF03-18AA,2292308,100x,Illumina Hiseq,3592556,14,0,0,45,236526,6,98533,54563,59,236526,6,171,0,45,45
GCA_003482245.1,Contig,QUMH00000000,SAMN09736725,OF09-10,Clostridium sp. OF09-10,2292309,100x,IonProton,3504161,0,0,0,,,,,,82,134023,10,0,0,82,82
GCA_003481985.1,Contig,QUMD00000000,SAMN09736731,OF09-36,Clostridium sp. OF09-36,2292310,100x,IonProton,3906899,0,0,0,,,,,,98,122238,10,0,0,98,98
GCA_003481895.1,Scaffold,QUMB00000000,SAMN09736735,OF10-22XD,Clostridium sp. OF10-22XD,2293039,100x,IonProton,2744509,1,0,0,40,165762,6,103765,55111,41,165762,6,706,0,40,40
GCA_003481885.1,Scaffold,QULZ00000000,SAMN09736739,OF13-4,Clostridium sp. OF13-4,2293040,100x,IonProton,2966622,1,0,0,58,109607,9,60049,35546,59,109607,9,100,0,58,58
GCA_003481825.1,Scaffold,QULW00000000,SAMN09736752,OM02-18AC,Clostridium sp. OM02-18AC,2292311,100x,Illumina Hiseq,3427151,8,0,0,48,140900,9,100007,60304,56,140900,9,284,0,48,48
GCA_003481765.1,Scaffold,QULR00000000,SAMN09736779,OM04-12AA,Clostridium sp. OM04-12AA,2293041,100x,IonProton,3973415,1,0,0,119,78575,16,48156,21055,120,78575,16,206,0,119,119
GCA_003481685.1,Scaffold,QULL00000000,SAMN09736790,OM04-7,Clostridium sp. OM04-7,2293042,100x,Illumina Hiseq,3090225,16,0,0,35,223961,4,111649,73944,51,223961,4,346,0,35,35
GCA_003481505.1,Scaffold,QULJ00000000,SAMN09736804,OM05-5BH,Clostridium sp. OM05-5BH,2293043,100x,Illumina Hiseq,3036263,18,0,0,39,318849,4,167850,83713,57,234600,5,221,0,39,39
GCA_003481635.1,Scaffold,QULH00000000,SAMN09736807,OM05-6BH,Clostridium sp. OM05-6BH,2293044,100x,Illumina Hiseq,3167632,13,0,0,48,155642,6,79260,32178,61,145349,6,275,0,48,48
GCA_003481465.1,Scaffold,QULF00000000,SAMN09736811,OM05-9,Clostridium sp. OM05-9,2293045,100x,Illumina Hiseq,2881652,5,0,0,16,409595,3,362244,323022,21,384402,3,77,0,16,16
GCA_003481445.1,Scaffold,QULE00000000,SAMN09736812,OM05-9BH,Clostridium sp. OM05-9BH,2293046,100x,Illumina Hiseq,3138070,22,0,0,57,211360,6,79350,34889,79,140960,6,641,0,57,57
GCA_003481395.1,Scaffold,QULC00000000,SAMN09736830,OM07-10AC,Clostridium sp. OM07-10AC,2293047,100x,IonProton,3127451,1,0,0,102,73033,14,44626,20728,103,73033,14,345,0,102,102
